City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
408,Lebu,CL,50.99,light rain,-37.6167,-73.65,Hostal Las Lilas
409,San Cristobal,VE,71.78,overcast clouds,7.7669,-72.225,Pirineos
411,Fairbanks,US,66.22,overcast clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
412,Sokol,RU,56.37,broken clouds,59.4617,40.1206,Salut Inn
414,Lukulu,ZM,68.32,overcast clouds,-14.3707,23.242,Ruth Guest House
416,Taksimo,RU,63.05,overcast clouds,56.3444,114.8794,"Gostinitsa ""Domashniy Ochag"""
417,Xifeng,CN,72.57,broken clouds,42.7372,124.7222,Home Inn Hotel
418,Eyl,SO,76.17,scattered clouds,7.9803,49.8164,Amiin Hotel
419,Shingu,JP,84.04,clear sky,33.7333,135.9833,Shingu UI Hotel
421,Maralal,KE,58.3,overcast clouds,1.0968,36.698,Ngari Hill Ecolodge
422,Saint Anthony,US,87.82,scattered clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
423,Marawi,PH,71.28,overcast clouds,7.9986,124.2928,Derogongan Residence
424,Kiunga,PG,73.53,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
425,Bandipur,NP,67.03,overcast clouds,27.9333,84.4167,Bandipur Guest House
428,College,US,66.2,overcast clouds,64.8569,-147.8028,Pike's Waterfront Lodge
429,Upington,ZA,59.56,clear sky,-28.4478,21.2561,River Place Manor
430,Surt,LY,78.42,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
432,Chicama,PE,67.73,broken clouds,-7.8447,-79.1469,Balihai Bungalows
433,Rottenmann,AT,64.42,overcast clouds,47.5167,14.35,Gasthaus zur Melzen
434,Sinnamary,GF,78.01,scattered clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
437,Bela,IN,83.41,overcast clouds,25.9333,81.9833,Raj Bhawan
438,Vila Franca Do Campo,PT,73.2,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
439,Aguilas,ES,79.45,clear sky,37.4063,-1.5829,Hotel Carlos III
440,Skelleftea,SE,64.76,overcast clouds,64.7507,20.9528,Quality Hotel Skellefteå Stadshotell
441,Soyo,AO,69.46,few clouds,-6.1349,12.3689,Hospedaria ndozi'ame
442,Merrill,US,81.9,scattered clouds,45.1805,-89.6835,Prairie Motel
444,Estelle,US,86.0,broken clouds,29.8458,-90.1067,Ohio
446,Benguela,AO,67.5,broken clouds,-12.5763,13.4055,Hotel Praia Morena
448,Pascagoula,US,92.12,broken clouds,30.3658,-88.5561,Regency Inn
449,Hensall,CA,85.89,few clouds,43.4334,-81.4998,Sybille Schaufler Accounting
450,Petrila,RO,64.31,clear sky,45.45,23.4167,Popasul Haiducilor
452,Loa Janan,ID,73.47,broken clouds,-0.583,117.095,Kost bu jono
454,Bud,US,89.92,clear sky,39.447,-86.1758,Ted McQuinn Trust
455,Nizwa,OM,84.24,broken clouds,22.9333,57.5333,Orient Apartments
457,Tiarei,PF,80.62,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
458,Tsabong,BW,59.68,few clouds,-26.0217,22.401,Springbok Motel
460,Wajima,JP,75.16,light rain,37.4,136.9,Wajiima Onsen Yashio
461,Krutinka,RU,55.08,broken clouds,56.0055,71.5113,Motel Uyut
462,Nemuro,JP,59.59,clear sky,43.3236,145.575,Hotel Nemuro Kaiyoutei
463,Batagay,RU,63.55,overcast clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
465,Seduva,LT,63.03,few clouds,55.7667,23.7667,Pirčių slėnis
466,Sao Joao Da Barra,BR,70.16,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
467,Sault Sainte Marie,CA,71.42,few clouds,46.5168,-84.3333,Comfort Inn
468,Suffolk,US,84.88,few clouds,40.8668,-72.7996,Greenwood Village
469,Santa Fe,AR,61.0,light rain,-31.6333,-60.7,Conquistador Hotel
470,Narok,KE,54.61,overcast clouds,-1.0783,35.8601,OLORROPIL TOWERS
472,Kapit,MY,74.07,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
473,Ivanava,BY,62.31,clear sky,52.1451,25.5365,Bed&Breakfast Valeria
474,Lisakovsk,KZ,59.43,clear sky,52.5369,62.4936,Gostinitsa Lisakovsk
475,Irbeyskoye,RU,61.38,overcast clouds,55.6428,95.4522,"Gostinitsa ""Agul"""
476,Jinchang,CN,60.37,clear sky,38.4953,102.1739,Mingshihui Jinchang International Hotel
477,Jaru,BR,79.74,clear sky,-10.4389,-62.4664,Hotel Paraná
478,San Quintin,MX,73.53,overcast clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
479,Cusuna,HN,84.45,scattered clouds,15.85,-85.2333,San Francisco de la paz
480,Nara,JP,81.5,broken clouds,34.6851,135.8049,Guesthouse Nara Komachi
481,Leh,IN,64.53,overcast clouds,34.1667,77.5833,Hotel Ladakh Greens
482,Half Moon Bay,US,91.54,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
483,Cozumel,MX,82.99,scattered clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
484,Erenhot,CN,70.77,light rain,43.6475,111.9767,Erenhot Rurouni Youth Hostel
485,Najran,SA,83.1,broken clouds,17.4924,44.1277,محمد هادي ال فطيح
486,Dudinka,RU,54.63,scattered clouds,69.4058,86.1778,Hotel Viktoria
487,Rengasdengklok,ID,74.98,broken clouds,-6.1592,107.2981,Kost Citra Kirana Rengasdengklok
488,Kathu,TH,84.74,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
489,Sarangani,PH,82.47,overcast clouds,5.4033,125.4636,JVL Inn and Cafeteria
490,Whitehorse,CA,65.17,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
491,Morondava,MG,69.04,clear sky,-20.2833,44.2833,La Case Bambou
493,Timiryazevskiy,RU,61.75,light rain,56.49,84.8769,Kovcheg
494,Ambilobe,MG,64.78,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
496,Hit,IQ,91.06,clear sky,33.6416,42.8251,ࢪُبَمـا ؏ُـمَـࢪ
497,Poronaysk,RU,57.04,overcast clouds,49.2167,143.1167,Avtovokzal Khostel Stolovaya
498,Baisha,CN,77.86,broken clouds,26.5222,110.9311,Xiangcun Old Place Hotel
500,Liku,ID,75.56,broken clouds,-0.7275,119.8922,Kost annisa
501,Opunake,NZ,55.45,overcast clouds,-39.4556,173.8583,Walton Cottage
502,Sundsvall,SE,62.56,light rain,62.3913,17.3063,Clarion Collection Hotel Grand Sundsvall
504,Orlik,RU,52.07,overcast clouds,52.5178,99.825,Gostevoy Dom Mini Gostinitsa
505,Nantucket,US,78.85,light rain,41.2835,-70.0995,Jared Coffin House
506,Dalbandin,PK,87.96,few clouds,28.8947,64.4101,Sanjrani House
508,Mayo,US,90.48,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
509,Tianpeng,CN,66.97,overcast clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
511,Saint-Francois,FR,62.04,clear sky,46.4154,3.9054,Manoir Du Bonheur
513,Bosaso,SO,89.13,scattered clouds,11.2842,49.1816,Red Sea Hotel
514,Inhambane,MZ,67.12,clear sky,-23.865,35.3833,Oceano
515,Rancho Palos Verdes,US,91.45,scattered clouds,33.7445,-118.387,Terranea Resort
516,Bereda,ES,66.42,overcast clouds,43.2686,-7.5406,Pazo de Verdes
517,Osakarovka,KZ,59.11,scattered clouds,50.565,72.5692,Motel' Osakarovka
519,Mucuri,BR,71.71,clear sky,-18.0864,-39.5508,La Bodeguita Pousada
522,Hornepayne,CA,72.1,scattered clouds,49.2138,-84.7705,Kay-Vee Lodge Ltd
523,Kantunilkin,MX,89.53,broken clouds,21.0917,-87.45,Posada Paraiso
524,Belorechensk,RU,58.41,clear sky,44.76,39.87,РГК Сити Парк Белореченск
526,Vanimo,PG,78.4,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
527,Ahlat,TR,64.31,clear sky,38.7518,42.4814,Ahlat Ogretmenevi ve Aksam Sanat Okulu
528,Bonthe,SL,76.68,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
529,Turochak,RU,56.5,light rain,52.2576,87.1224,"Usad'ba ""Lebed'"""
530,Svetlogorsk,BY,58.44,scattered clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
533,Salinopolis,BR,78.57,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
534,Anshan,CN,72.64,broken clouds,41.1236,122.99,7Days Inn Anshan Bus Station
535,Sesheke,ZM,59.97,scattered clouds,-17.4759,24.2968,Protea Hotel by Marriott Zambezi River Lodge
536,Warwick,US,83.77,mist,41.7001,-71.4162,Hampton Inn & Suites Providence/Warwick-Airport
537,Kamogawa,JP,82.36,scattered clouds,35.1,140.1,Kamogawa Grand Hotel
538,Eydhafushi,MV,82.62,overcast clouds,5.1033,73.0708,Soneva Fushi
539,Beranang,MY,78.55,broken clouds,2.8733,101.8697,Home Sweet Home
540,Suruc,TR,78.82,clear sky,36.9761,38.425,PEHLİVANKESMESİ KÖYÜ
541,Shushenskoye,RU,59.94,overcast clouds,53.325,91.9356,Turist
542,Waddan,LY,76.62,clear sky,29.1614,16.139,محل الشريف محمد العايب
543,Algeciras,ES,74.88,mist,36.1333,-5.4505,AC Hotel by Marriott Algeciras
544,Along,IN,74.21,overcast clouds,28.1667,94.7667,Hotel West
545,Blacksburg,US,86.97,clear sky,37.2296,-80.4139,Hilton Garden Inn Blacksburg University
546,Sucua,EC,71.04,broken clouds,-2.4667,-78.1667,Finca el Piura
547,Oistins,BB,81.52,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
548,Yangjiang,CN,79.47,few clouds,21.85,111.9667,HUALUXE Yangjiang City Center
549,Nhulunbuy,AU,74.01,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
550,Sete,FR,78.66,clear sky,43.4018,3.6966,Hotel de Paris Sète
551,Turka,UA,56.8,clear sky,49.1541,23.0297,Мотель
553,Linjiang,CN,69.48,overcast clouds,41.8069,126.9078,格林豪泰
554,Paracuru,BR,76.1,broken clouds,-3.41,-39.0306,Hotel Vento Brasil
555,Alepe,CI,76.87,broken clouds,5.5004,-3.6631,BENENE 1
559,Baculin,PH,80.6,scattered clouds,7.4525,126.5842,Baculin Cove Beach Resort
560,Kieta,PG,83.53,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
561,Inuvik,CA,70.83,light rain,68.3499,-133.7218,Nova Inn Inuvik
562,Kavieng,PG,82.18,light rain,-2.5744,150.7967,Nusa Island Retreat
563,Abu Zabad,SD,71.42,broken clouds,12.35,29.25,حامد محمد نور
564,Kattivakkam,IN,78.89,overcast clouds,13.2167,80.3167,Euronova Freezer
565,Trincomalee,LK,78.84,broken clouds,8.5711,81.2335,Welcombe Hotel
567,Muscat,OM,88.75,few clouds,23.6139,58.5922,Mutrah Hotel
569,Severnyy,RU,57.24,clear sky,50.677,36.5532,Full House North Mini-Hotel
571,Cannes,FR,80.6,clear sky,43.55,7.0167,Hotel Barrière Le Majestic Cannes
572,Imbituba,BR,67.08,few clouds,-28.24,-48.6703,Praia Hotel Imbituba
574,Abha,SA,69.12,overcast clouds,18.2164,42.5053,Abha Hotel
575,Oriximina,BR,79.56,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
576,Ixtapa,MX,90.23,scattered clouds,20.7,-105.2,hotel la terminal
577,Harjavalta,FI,67.73,overcast clouds,61.3167,22.1333,Hotelli Hiittenharju
578,Abu Kamal,SY,86.79,clear sky,34.4506,40.9171,البوكمال
579,Krasavino,RU,58.32,broken clouds,60.9614,46.4814,Guest House in Krasavino
580,Cienfuegos,CU,85.35,few clouds,22.1461,-80.4356,Casa Claumar B2BPay
581,High Rock,BS,84.34,broken clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
582,Sohag,EG,85.33,clear sky,26.557,31.6948,Civil Registry - Sohag 1
583,Davenport,US,88.03,clear sky,41.5236,-90.5776,"Hotel Blackhawk, Autograph Collection"
584,Berlevag,NO,62.4,moderate rain,70.8578,29.0864,Kvitbrakka
585,Bucerias,MX,90.99,few clouds,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
587,Yeppoon,AU,60.58,scattered clouds,-23.1333,150.7333,Villa Mar Colina
588,Channel-Port Aux Basques,CA,62.33,scattered clouds,47.5702,-59.1367,St. Christopher's Hotel
589,Chiang Kham,TH,71.91,overcast clouds,19.5233,100.3,Rico Resort
590,Simao,CN,64.24,overcast clouds,22.7886,100.9748,Changyu Hotel
591,Piranhas,BR,74.19,clear sky,-16.4269,-51.8222,Planalto Hotel
592,Westport,US,90.93,broken clouds,41.1415,-73.3579,The Westport Inn
593,Kulhudhuffushi,MV,81.73,light rain,6.6221,73.07,Haajy Guest House 1
594,Umm Lajj,SA,85.91,clear sky,25.0213,37.2685,Moon light Furnished Units
595,Kazuno,JP,71.62,overcast clouds,40.1836,140.7872,Anbe
596,Brae,GB,50.02,scattered clouds,60.3964,-1.353,Busta House Hotel
597,Maple Creek,CA,85.96,clear sky,49.9168,-109.4848,Willowbend Campground & Cabins
599,Ayr,GB,60.31,scattered clouds,55.4627,-4.6339,Mercure Ayr Hotel
600,Chulym,RU,57.92,scattered clouds,55.0997,80.9572,"""U Tat'yany"""
601,Maine-Soroa,NE,82.36,broken clouds,13.2114,12.0241,Complexe
602,Zhigansk,RU,60.93,light rain,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
604,Altamira,BR,78.35,overcast clouds,-3.2033,-52.2064,Requinte Hotel
605,Rio Grande,BR,62.71,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
606,Solnechnyy,RU,56.79,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
607,Beni,CD,64.47,overcast clouds,0.5,29.4667,Albertine hotel
609,Hoquiam,US,74.84,broken clouds,46.9809,-123.8893,Econo Lodge Inn & Suites
610,Kalmunai,LK,79.14,overcast clouds,7.4167,81.8167,VS Villa
611,Calbe,DE,68.29,scattered clouds,51.9,11.7667,Pension und Sauna Am Lorenz
612,Ilebo,CD,73.0,few clouds,-4.3167,20.5833,Hôtel BUMAK
613,Kolno,PL,65.57,few clouds,53.4115,21.9291,Colnus
614,Manta,EC,70.41,overcast clouds,-0.95,-80.7333,Balandra Hotel
615,Gouyave,GD,80.4,clear sky,12.1646,-61.7296,Rumboat Retreat
616,Pemberton,CA,86.23,broken clouds,50.3164,-122.8027,Pemberton Valley Lodge
617,Yarmouth,US,80.65,mist,41.7057,-70.2286,Blue Rock Resort
619,Manbij,SY,76.96,clear sky,36.5281,37.9549,Manbej City Hotel
620,Bredy,RU,58.19,few clouds,52.4153,60.3411,Individual'nyy Predprinimatel' Rakhmanin Andrey Aleksandrovich
621,Ust-Tsilma,RU,50.38,scattered clouds,65.441,52.1498,U Praskov'i
622,Vaasa,FI,65.28,thunderstorm with heavy rain,63.096,21.6158,Hotel Astor
624,Novopskov,UA,56.07,scattered clouds,49.5464,39.0899,"Sanatorno-Ozdorovchyy Kompleks ""Perlyna"""
625,Hovd,MN,61.72,overcast clouds,48.0056,91.6419,Hotel Khovd
627,Bom Jesus,BR,76.57,scattered clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
628,Vyshhorod,UA,65.93,few clouds,50.5848,30.4898,Vyshegrad Mini-Hotel
631,Saint-Georges,GD,80.47,clear sky,12.0564,-61.7485,Radisson Grenada Beach Resort
632,Puerto Lopez,CO,73.53,overcast clouds,4.0845,-72.956,Resguardo Indigena Maguare
633,Faya,SA,68.94,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
634,Coahuayana,MX,88.38,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
635,Nizhniy Baskunchak,RU,69.87,scattered clouds,48.2198,46.8311,Arman hotel
636,Lagoa,PT,71.74,overcast clouds,39.05,-27.9833,Casa Das Faias
638,Tromso,NO,51.82,overcast clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
639,Waterloo,CA,85.48,clear sky,43.4668,-80.5164,The Walper Hotel
641,Mangan,IN,75.69,overcast clouds,27.5167,88.5333,Hotel Mout View
642,Walkerton,US,89.78,scattered clouds,41.4667,-86.4831,Hesters’ Farm
644,Yelnya,RU,54.21,clear sky,54.5786,33.1837,Gostinitsa Tsentral'naya
645,Touros,BR,75.34,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
647,Itoman,JP,86.02,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
648,Arys,KZ,85.24,clear sky,42.4252,68.795,Gostinitsa
650,Olafsvik,IS,53.15,broken clouds,64.8945,-23.7142,Hotel Olafsvik
651,Dire Dawa,ET,71.73,scattered clouds,9.5931,41.8661,Samrat Hotel
652,Rafraf,TN,75.51,clear sky,37.1904,10.1837,Les Jardins de la Mer Ghar el Melh
653,Marystown,CA,64.85,broken clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
654,Kingswood,GB,67.91,few clouds,51.4528,-2.5083,Biztec Group- Kingswood House
655,Vila Do Maio,CV,75.51,overcast clouds,15.1333,-23.2167,Hotel Marilu
656,San-Pedro,CI,74.8,overcast clouds,4.7485,-6.6363,Hotel Maria
657,Maues,BR,78.64,scattered clouds,-3.3836,-57.7186,Hotel Miramar
658,Yabrud,SY,66.88,clear sky,33.9674,36.6574,صالة افراح الاندلس
659,Terrace,CA,75.11,few clouds,54.5163,-128.6035,Northern Motor Inn
660,La Ronge,CA,63.95,broken clouds,55.1001,-105.2842,Northland Motor Hotel
662,Linqiong,CN,71.38,light rain,30.4159,103.4609,Tianlun Tanxianglou Hotel
663,Sept-Iles,CA,68.52,heavy intensity rain,50.2001,-66.3821,Comfort Inn
664,Hailar,CN,73.51,few clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
665,Segou,ML,80.94,broken clouds,13.4317,-6.2157,Comme chez soi
666,Raudeberg,NO,52.47,broken clouds,61.9875,5.1352,Nordre Silda.
667,Zhuhai,CN,84.85,few clouds,22.2769,113.5678,珠海粤财假日酒店
668,Quelimane,MZ,66.49,clear sky,-17.8786,36.8883,Hotel Flamingo
669,Pouebo,NC,77.81,overcast clouds,-20.4,164.5667,RIVÂT LODGE
670,Camacha,PT,67.42,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
671,Andenes,NO,53.58,overcast clouds,69.3143,16.1194,Hotell Marena
672,Weinan,CN,67.32,light rain,34.5036,109.5089,Thank Inn Chain Hotel shanxi weinan linwei district jiefang road
673,Dunstable,GB,66.04,overcast clouds,51.886,-0.521,Premier Inn Dunstable / Luton hotel
674,Jizan,SA,90.05,scattered clouds,17.3333,42.6667,شهدان. ابوالحجر
675,Barcelona,ES,80.69,clear sky,41.3888,2.159,Axel Hotel Barcelona
677,Ambulu,ID,71.83,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
678,Puri,IN,81.12,overcast clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
679,Ngunguru,NZ,54.99,scattered clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
680,Kassala,SD,79.81,overcast clouds,15.451,36.4,Amassi Hotel Gash
681,Kjopsvik,NO,54.18,overcast clouds,68.097,16.3742,Stetind Hotell
683,Maanshan,CN,81.82,few clouds,31.6957,118.4983,天目湖酒店
684,Vodnyy,RU,60.57,broken clouds,63.5046,53.4095,Каменка
685,Tahta,EG,84.83,clear sky,26.7693,31.5021,فندق الزيات
